Palerma;A$AP;SBNV;A$AP;,;A$AP;GO0002;A$AP;,;A$AP;AERÓDROMO NACIONAL DE AVIAÇÃO;A$AP;,;A$AP;16° 37' 32'' S;;A$AP;,;A$AP;49° 20' 58'' W;A$AP;Palerma;,
Palerma;A$AP;SBOI;A$AP;,;A$AP;AP0002;A$AP;,;A$AP;OIAPOQUE;A$AP;,;A$AP;3° 51' 41'' N;;A$AP;,;A$AP;51° 47' 46'' W;A$AP;Palerma;,
Palerma;A$AP;SBPA;A$AP;,;A$AP;RS0001;A$AP;,;A$AP;SALGADO FILHO;A$AP;,;A$AP;29° 59' 41'' S;;A$AP;,;A$AP;51° 10' 16'' W;A$AP;Palerma;,
Palerma;A$AP;SBPB;A$AP;,;A$AP;PI0002;A$AP;,;A$AP;AEROPORTO INTERNACIONAL DE PARNAÍBA / PREFEITO DOUTOR JOÃO SILVA FILHO;A$AP;,;A$AP;2° 53' 36'' S;;A$AP;,;A$AP;41° 43' 49'' W;A$AP;Palerma;,
Palerma;A$AP;SBPC;A$AP;,;A$AP;MG0018;A$AP;,;A$AP;EMBAIXADOR WALTHER MOREIRA SALLES;A$AP;,;A$AP;21° 50' 33'' S;;A$AP;,;A$AP;46° 34' 10'' W;A$AP;Palerma;,
Palerma;A$AP;SBPF;A$AP;,;A$AP;RS0006;A$AP;,;A$AP;LAURO KURTZ;A$AP;,;A$AP;28° 14' 39'' S;;A$AP;,;A$AP;52° 19' 42'' W;A$AP;Palerma;,
Palerma;A$AP;SBPG;A$AP;,;A$AP;PR0012;A$AP;,;A$AP;COMANDANTE ANTÔNIO AMILTON BERALDO;A$AP;,;A$AP;25° 11' 4'' S;;A$AP;,;A$AP;50° 8' 38'' W;A$AP;Palerma;,
Palerma;A$AP;SBPJ;A$AP;,;A$AP;TO0001;A$AP;,;A$AP;BRIGADEIRO LYSIAS RODRIGUES;A$AP;,;A$AP;10° 17' 24'' S;;A$AP;,;A$AP;48° 21' 28'' W;A$AP;Palerma;,
Palerma;A$AP;SBPK;A$AP;,;A$AP;RS0005;A$AP;,;A$AP;JOÃO SIMÕES LOPES NETO;A$AP;,;A$AP;31° 42' 58'' S;;A$AP;,;A$AP;52° 19' 52'' W;A$AP;Palerma;,
Palerma;A$AP;SBPL;A$AP;,;A$AP;PE0002;A$AP;,;A$AP;AEROPORTO INTERNACIONAL SENADOR NILO COELHO;A$AP;,;A$AP;9° 22' 3'' S;;A$AP;,;A$AP;40° 33' 49'' W;A$AP;Palerma;,
Palerma;A$AP;SBPO;A$AP;,;A$AP;PR0018;A$AP;,;A$AP;AEROPORTO REGIONAL DE PATO BRANCO - PROFESSOR JUVENAL LOUREIRO CARDOSO;A$AP;,;A$AP;26° 13' 2'' S;;A$AP;,;A$AP;52° 41' 40'' W;A$AP;Palerma;,
Palerma;A$AP;SBPP;A$AP;,;A$AP;MS0005;A$AP;,;A$AP;AEROPORTO INTERNACIONAL DE PONTA PORÃ;A$AP;,;A$AP;22° 32' 59'' S;;A$AP;,;A$AP;55° 42' 11'' W;A$AP;Palerma;,
Palerma;A$AP;SBPS;A$AP;,;A$AP;BA0002;A$AP;,;A$AP;PORTO SEGURO;A$AP;,;A$AP;16° 26' 17'' S;;A$AP;,;A$AP;39° 4' 40'' W;A$AP;Palerma;,
Palerma;A$AP;SBPV;A$AP;,;A$AP;RO0001;A$AP;,;A$AP;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;A$AP;,;A$AP;8° 42' 49'' S;;A$AP;,;A$AP;63° 54' 10'' W;A$AP;Palerma;,
Palerma;A$AP;SBRB;A$AP;,;A$AP;AC0001;A$AP;,;A$AP;PLÁCIDO DE CASTRO;A$AP;,;A$AP;9° 52' 6'' S;;A$AP;,;A$AP;67° 53' 53'' W;A$AP;Palerma;,
Palerma;A$AP;SBRD;A$AP;,;A$AP;MT0004;A$AP;,;A$AP;RONDONÓPOLIS - MAESTRO MARINHO FRANCO;A$AP;,;A$AP;16° 35' 17'' S;;A$AP;,;A$AP;54° 43' 18'' W;A$AP;Palerma;,
Palerma;A$AP;SBRF;A$AP;,;A$AP;PE0001;A$AP;,;A$AP;AEROPORTO INTERNACIONAL RECIFE/GUARARAPES - GILBERTO FREYRE;A$AP;,;A$AP;8° 7' 35'' S;;A$AP;,;A$AP;34° 55' 22'' W;A$AP;Palerma;,
Palerma;A$AP;SBRJ;A$AP;,;A$AP;RJ0002;A$AP;,;A$AP;SANTOS DUMONT;A$AP;,;A$AP;22° 54' 36'' S;;A$AP;,;A$AP;43° 9' 45'' W;A$AP;Palerma;,
Palerma;A$AP;SBRP;A$AP;,;A$AP;SP0004;A$AP;,;A$AP;LEITE LOPES;A$AP;,;A$AP;21° 8' 11'' S;;A$AP;,;A$AP;47° 46' 36'' W;A$AP;Palerma;,
Palerma;A$AP;SBSG;A$AP;,;A$AP;RN0001;A$AP;,;A$AP;AEROPORTO INTERNACIONAL DO RIO GRANDE DO NORTE / SÃO GONÇALO DO AMARANTE - GOVERNADOR ALUIZIO ALVES;A$AP;,;A$AP;5° 46' 8'' S;;A$AP;,;A$AP;35° 21' 59'' W;A$AP;Palerma;,
